timestamp,frame,track_id,class,confidence,x1,y1,x2,y2
2026-04-03T14:50:15.076,2,1,cat,0.516,13,7,608,479
2026-04-03T14:50:15.383,1,1,cat,0.537,14,61,532,479
2026-04-03T14:50:15.701,2,1,person,0.503,100,106,563,479
2026-04-03T14:50:16.339,1,1,cat,0.869,133,130,567,479
2026-04-03T14:50:16.686,1,1,cat,0.800,147,142,567,479
2026-04-03T14:50:17.000,2,1,cat,0.748,129,148,535,479
2026-04-03T14:50:17.306,1,1,cat,0.692,152,152,557,479
2026-04-03T14:50:17.616,2,1,cat,0.693,180,152,584,479
2026-04-03T14:50:17.925,1,1,cat,0.607,143,152,545,479
2026-04-03T14:50:18.230,2,1,cat,0.734,177,154,577,479
2026-04-03T14:50:18.539,1,1,cat,0.786,194,153,591,479
2026-04-03T14:50:18.855,2,1,cat,0.806,206,149,606,479
2026-04-03T14:50:19.167,1,1,cat,0.560,204,151,602,479
2026-04-03T14:50:19.466,2,1,cat,0.628,192,150,586,479
2026-04-03T14:50:19.767,1,1,cat,0.782,186,153,580,479
2026-04-03T14:50:20.096,2,1,cat,0.666,175,151,575,479
2026-04-03T14:50:20.407,1,1,cat,0.723,138,51,648,477
2026-04-03T14:50:20.728,2,1,cat,0.783,114,16,660,477
2026-04-03T14:50:21.031,1,1,cat,0.649,108,20,645,478
2026-04-03T14:50:21.333,2,1,cat,0.766,112,20,646,478
2026-04-03T14:50:21.770,1,1,cat,0.558,94,9,633,478
2026-04-03T14:50:22.063,2,1,cat,0.000,89,0,640,478
2026-04-03T14:50:22.359,1,1,cat,0.724,99,33,609,478
2026-04-03T14:50:22.646,2,1,cat,0.707,124,54,612,478
2026-04-03T14:50:22.949,1,1,cat,0.784,142,69,617,478
2026-04-03T14:50:23.253,2,1,cat,0.793,149,72,624,478
2026-04-03T14:50:23.563,1,1,cat,0.773,152,75,626,479
2026-04-03T14:50:23.867,2,1,cat,0.794,151,74,629,479
2026-04-03T14:50:24.169,1,1,cat,0.808,149,79,623,479
2026-04-03T14:50:24.456,2,1,cat,0.853,126,82,597,479
2026-04-03T14:50:24.746,1,1,cat,0.812,109,87,574,479
2026-04-03T14:50:25.051,2,1,cat,0.833,95,82,566,478
2026-04-03T14:50:25.309,1,1,cat,0.849,94,82,564,478
2026-04-03T14:50:25.529,2,1,cat,0.811,96,84,564,478
2026-04-03T14:50:25.748,3,1,cat,0.788,97,81,569,478
2026-04-03T14:50:25.980,1,1,cat,0.819,103,84,571,478
2026-04-03T14:50:26.193,2,1,cat,0.877,101,82,572,478
2026-04-03T14:50:26.409,3,1,cat,0.802,100,84,572,479
2026-04-03T14:50:26.624,1,1,cat,0.780,100,82,572,479
2026-04-03T14:50:26.851,2,1,cat,0.877,103,84,572,479
2026-04-03T14:50:27.071,3,1,cat,0.845,106,83,578,479
2026-04-03T14:50:27.293,1,1,cat,0.850,104,85,573,479
2026-04-03T14:50:27.520,2,1,cat,0.824,113,86,585,478
2026-04-03T14:50:27.742,3,1,cat,0.849,105,86,577,478
2026-04-03T14:50:27.967,1,1,cat,0.716,103,84,574,478
2026-04-03T14:50:28.178,2,1,cat,0.857,114,90,579,478
2026-04-03T14:50:28.401,3,1,cat,0.721,117,90,581,478
2026-04-03T14:50:28.607,1,1,cat,0.782,123,91,585,478
2026-04-03T14:50:28.830,2,1,cat,0.777,128,96,584,478
2026-04-03T14:50:29.036,3,1,cat,0.451,144,87,607,478
2026-04-03T14:50:29.289,1,1,cat,0.701,154,85,613,478
2026-04-03T14:50:29.545,2,1,cat,0.711,172,82,630,478
2026-04-03T14:50:29.806,1,1,cat,0.759,181,81,638,478
2026-04-03T14:50:29.806,1,3,cat,0.742,16,72,396,478
2026-04-03T14:50:30.104,2,1,cat,0.759,191,88,637,478
2026-04-03T14:50:30.104,2,3,cat,0.691,27,76,397,478
2026-04-03T14:50:30.358,1,1,cat,0.681,158,69,625,478
2026-04-03T14:50:30.358,1,3,cat,0.000,18,76,388,478
2026-04-03T14:50:30.626,2,1,cat,0.827,188,82,635,478
2026-04-03T14:50:30.626,2,3,cat,0.000,9,77,378,478
2026-04-03T14:50:30.887,1,1,cat,0.687,201,86,636,478
2026-04-03T14:50:30.889,1,3,cat,0.000,0,77,369,478
2026-04-03T14:50:31.161,2,1,cat,0.699,210,84,639,478
2026-04-03T14:50:31.161,2,3,cat,0.000,-8,78,359,478
2026-04-03T14:50:31.474,1,1,cat,0.664,218,89,635,478
2026-04-03T14:50:31.474,1,3,cat,0.000,-18,78,350,478
2026-04-03T14:50:31.749,2,1,cat,0.662,222,92,634,478
2026-04-03T14:50:31.749,2,3,cat,0.000,-27,78,340,478
2026-04-03T14:50:32.018,1,1,cat,0.742,226,92,635,478
2026-04-03T14:50:32.018,1,3,cat,0.000,-36,79,331,478
2026-04-03T14:50:32.289,2,1,cat,0.622,220,91,627,478
2026-04-03T14:50:32.289,2,3,cat,0.000,-45,79,321,478
2026-04-03T14:50:32.561,1,1,cat,0.834,187,93,597,478
2026-04-03T14:50:32.561,1,3,cat,0.000,-54,80,312,478
2026-04-03T14:50:32.866,2,1,cat,0.886,165,94,580,478
2026-04-03T14:50:32.866,2,3,cat,0.000,-63,80,302,478
2026-04-03T14:50:33.093,1,1,cat,0.880,151,89,574,478
2026-04-03T14:50:33.093,1,3,cat,0.000,-72,80,293,478
2026-04-03T14:50:33.308,2,1,cat,0.877,143,87,571,478
2026-04-03T14:50:33.308,2,3,cat,0.000,-81,81,283,478
2026-04-03T14:50:33.556,3,1,cat,0.863,141,90,570,478
2026-04-03T14:50:33.556,3,3,cat,0.000,-90,81,274,478
2026-04-03T14:50:33.761,1,1,cat,0.855,136,90,567,478
2026-04-03T14:50:33.761,1,3,cat,0.000,-99,82,264,478
2026-04-03T14:50:34.017,2,1,cat,0.836,138,93,570,478
2026-04-03T14:50:34.017,2,3,cat,0.000,-108,82,255,478
2026-04-03T14:50:34.238,3,1,cat,0.833,137,94,570,478
2026-04-03T14:50:34.238,3,3,cat,0.000,-118,82,245,478
2026-04-03T14:50:34.452,1,1,cat,0.871,133,92,571,478
2026-04-03T14:50:34.452,1,3,cat,0.000,-127,83,236,478
2026-04-03T14:50:34.666,2,1,cat,0.848,133,93,571,478
2026-04-03T14:50:34.666,2,3,cat,0.000,-136,83,226,478
2026-04-03T14:50:35.015,3,1,person,0.550,141,95,577,478
2026-04-03T14:50:35.017,3,3,cat,0.744,176,84,551,478
2026-04-03T14:50:35.249,1,1,cat,0.493,152,90,591,478
2026-04-03T14:50:35.249,1,3,cat,0.000,183,85,558,479
2026-04-03T14:50:35.464,2,1,cat,0.777,146,87,588,478
2026-04-03T14:50:35.464,2,3,cat,0.000,191,85,565,479
2026-04-03T14:50:35.683,3,1,cat,0.732,149,90,588,478
2026-04-03T14:50:35.683,3,3,cat,0.000,199,86,573,479
2026-04-03T14:50:35.809,1,1,cat,0.000,149,90,588,478
2026-04-03T14:50:35.809,1,3,cat,0.000,206,86,580,479
